zip,market,tier,state,lat,lng
95245,"California Non-compliant",nc,CA,38.3152,-120.5591
95955,"California Non-compliant",nc,CA,39.3163,-122.1849
95654,"California Non-compliant",nc,CA,38.3515,-120.7752
96118,"California Non-compliant",nc,CA,39.6630,-120.2297
95354,"California Non-compliant",nc,CA,37.6409,-120.9749
95363,"California Non-compliant",nc,CA,37.4826,-121.1648
95642,"California Non-compliant",nc,CA,38.3545,-120.7573
95626,"California Non-compliant",nc,CA,38.7233,-121.4497
95960,"California Non-compliant",nc,CA,39.3765,-121.0891
95962,"California Non-compliant",nc,CA,39.3459,-121.2663
95310,"California Non-compliant",nc,CA,38.0440,-120.3971
95228,"California Non-compliant",nc,CA,37.9440,-120.6423
95986,"California Non-compliant",nc,CA,39.3569,-120.8000
94592,"California Non-compliant",nc,CA,38.0968,-122.2699
94296,"California Non-compliant",nc,CA,38.5816,-121.4944
94280,"California Non-compliant",nc,CA,38.5816,-121.4944
95297,"California Non-compliant",nc,CA,38.0025,-121.3240
95214,"California Non-compliant",nc,CA,37.9053,-121.2262
94259,"California Non-compliant",nc,CA,38.5816,-121.4944
94209,"California Non-compliant",nc,CA,38.5816,-121.4944
94247,"California Non-compliant",nc,CA,38.5816,-121.4944
94205,"California Non-compliant",nc,CA,38.5816,-121.4944
94206,"California Non-compliant",nc,CA,38.5816,-121.4944
94268,"California Non-compliant",nc,CA,38.5816,-121.4944
94269,"California Non-compliant",nc,CA,38.5816,-121.4944
94285,"California Non-compliant",nc,CA,38.5816,-121.4944
94271,"California Non-compliant",nc,CA,38.5816,-121.4944
93612,"California Non-compliant",nc,CA,36.8149,-119.7106
93619,"California Non-compliant",nc,CA,36.8432,-119.6518
93624,"California Non-compliant",nc,CA,36.3386,-120.1118
93717,"California Non-compliant",nc,CA,36.7464,-119.6397
93704,"California Non-compliant",nc,CA,36.7991,-119.8016
93729,"California Non-compliant",nc,CA,36.7464,-119.6397
93741,"California Non-compliant",nc,CA,36.7464,-119.6397
93703,"California Non-compliant",nc,CA,36.7684,-119.7594
93760,"California Non-compliant",nc,CA,36.7464,-119.6397
93764,"California Non-compliant",nc,CA,36.7464,-119.6397
93777,"California Non-compliant",nc,CA,36.7464,-119.6397
93844,"California Non-compliant",nc,CA,36.7464,-119.6397
93727,"California Non-compliant",nc,CA,36.7528,-119.7061
93716,"California Non-compliant",nc,CA,36.7464,-119.6397
93627,"California Non-compliant",nc,CA,36.5316,-120.0982
93643,"California Non-compliant",nc,CA,37.2125,-119.5143
93652,"California Non-compliant",nc,CA,36.6024,-119.9040
95303,"California Non-compliant",nc,CA,37.4548,-120.6931
95340,"California Non-compliant",nc,CA,37.2983,-120.4649
95343,"California Non-compliant",nc,CA,37.3082,-120.4800
93219,"California Non-compliant",nc,CA,35.8744,-119.2810
93212,"California Non-compliant",nc,CA,36.0865,-119.5607
93235,"California Non-compliant",nc,CA,36.3856,-119.2189
93265,"California Non-compliant",nc,CA,36.1363,-118.7961
93267,"California Non-compliant",nc,CA,36.1472,-119.0792
96008,"California Non-compliant",nc,CA,40.7409,-122.0725
96001,"California Non-compliant",nc,CA,40.5605,-122.4116
96049,"California Non-compliant",nc,CA,40.7098,-122.3116
95914,"California Non-compliant",nc,CA,39.3885,-121.4052
95928,"California Non-compliant",nc,CA,39.7224,-121.8113
95978,"California Non-compliant",nc,CA,39.9077,-121.5269
95552,"California Non-compliant",nc,CA,40.3316,-123.3904
96052,"California Non-compliant",nc,CA,40.7460,-122.8426
96046,"California Non-compliant",nc,CA,40.6137,-123.4488
95920,"California Non-compliant",nc,CA,39.4568,-121.9515
95527,"California Non-compliant",nc,CA,40.7897,-123.4113
96010,"California Non-compliant",nc,CA,40.7480,-123.2290
19127,"Philadelphia",nc,PA,40.0275,-75.2242
19147,"Philadelphia",nc,PA,39.9362,-75.1563
19161,"Philadelphia",nc,PA,40.0018,-75.1179
19102,"Philadelphia",nc,PA,39.9489,-75.1661
19153,"Philadelphia",nc,PA,39.9055,-75.2444
19129,"Philadelphia",nc,PA,40.0118,-75.1861
19139,"Philadelphia",nc,PA,39.9612,-75.2303
19144,"Philadelphia",nc,PA,40.0338,-75.1731
19176,"Philadelphia",nc,PA,39.9522,-75.1642
19171,"Philadelphia",nc,PA,39.9523,-75.1638
19190,"Philadelphia",nc,PA,39.9484,-75.1442
19195,"Philadelphia",nc,PA,39.9525,-75.1645
19146,"Philadelphia",nc,PA,39.9379,-75.1794
19178,"Philadelphia",nc,PA,40.0018,-75.1179
19191,"Philadelphia",nc,PA,39.9523,-75.1638
46814,"Fort Waine",nc,IN,41.0456,-85.3058
46858,"Fort Waine",nc,IN,41.0938,-85.0707
46856,"Fort Waine",nc,IN,41.0938,-85.0707
46857,"Fort Waine",nc,IN,41.0938,-85.0707
46859,"Fort Waine",nc,IN,41.0938,-85.0707
27497,"Out of Coverage",ooc,NC,36.0798,-79.8282
75481,"Out of Coverage",ooc,TX,33.3334,-95.3740
79943,"Out of Coverage",ooc,TX,31.7587,-106.4869
39441,"Non-compliant",nc,MS,31.7277,-89.0755
16232,"Non-compliant",nc,PA,41.2245,-79.5194
74020,"Non-compliant",nc,OK,36.2553,-96.4230
97484,"Non-compliant",nc,OR,42.9177,-122.9079
86329,"Out of Coverage",ooc,AZ,34.5009,-112.2374
82717,"Non-compliant",nc,WY,44.3047,-105.4959
35469,"Non-compliant",nc,AL,32.9824,-87.7919
33055,"Out of Coverage",ooc,FL,25.9476,-80.2778
30234,"Out of Coverage",ooc,GA,33.3224,-84.0287
79530,"Out of Coverage",ooc,TX,32.1360,-99.7351
06814,"Out of Coverage",ooc,CT,41.3089,-73.3637
13290,"Non-compliant",nc,NY,43.0676,-76.1714
99344,"Non-compliant",nc,WA,46.8527,-118.9932
31032,"Out of Coverage",ooc,GA,33.0172,-83.5400
38254,"Out of Coverage",ooc,TN,36.3791,-89.3538
56531,"Non-compliant",nc,MN,45.9953,-95.9671
28524,"Out of Coverage",ooc,NC,34.7974,-76.4602
14429,"Non-compliant",nc,NY,43.1934,-78.0647
31058,"Out of Coverage",ooc,GA,32.5090,-84.3999
28168,"Out of Coverage",ooc,NC,35.5188,-81.4589
14202,"Non-compliant",nc,NY,42.8870,-78.8779
07730,"Out of Coverage",ooc,NJ,40.4226,-74.1799
34698,"Out of Coverage",ooc,FL,28.0284,-82.7794
27698,"Out of Coverage",ooc,NC,35.7977,-78.6253
59471,"Non-compliant",nc,MT,47.3678,-108.8634
44061,"Out of Coverage",ooc,OH,41.6662,-81.3396
40419,"Out of Coverage",ooc,KY,37.4465,-84.4939
45068,"Out of Coverage",ooc,OH,39.5285,-84.0815
33174,"Out of Coverage",ooc,FL,25.7628,-80.3611
50251,"Non-compliant",nc,IA,41.5740,-92.8451
58478,"Non-compliant",nc,ND,47.1749,-99.7457
34447,"Out of Coverage",ooc,FL,28.8049,-82.5743
17302,"Non-compliant",nc,PA,39.8210,-76.4012
47721,"Non-compliant",nc,IN,37.9780,-87.6008
05037,"Non-compliant",nc,VT,43.4646,-72.4944
36268,"Non-compliant",nc,AL,33.5410,-85.9363
19397,"Non-compliant",nc,PA,39.9832,-75.7481
62988,"Out of Coverage",ooc,IL,37.2345,-89.2763
06456,"Out of Coverage",ooc,CT,41.5540,-72.5501
29331,"Out of Coverage",ooc,SC,34.6383,-81.8567
54120,"Non-compliant",nc,WI,45.7444,-88.4243
97424,"Non-compliant",nc,OR,43.7839,-123.0529
04424,"Non-compliant",nc,ME,45.6687,-67.8688
64658,"Non-compliant",nc,MO,39.7125,-92.9455
71329,"Non-compliant",nc,LA,30.9294,-91.9479
62977,"Out of Coverage",ooc,IL,37.8256,-88.5324
24614,"Non-compliant",nc,VA,37.2967,-82.1061
54155,"Non-compliant",nc,WI,44.5166,-88.1859
63430,"Non-compliant",nc,MO,40.3445,-91.5154
57265,"Non-compliant",nc,SD,45.0389,-96.7901
10977,"Non-compliant",nc,NY,41.1158,-74.0474
56465,"Non-compliant",nc,MN,46.5393,-94.1344
32610,"Out of Coverage",ooc,FL,29.6813,-82.3539
28370,"Out of Coverage",ooc,NC,35.2162,-79.4524
15144,"Non-compliant",nc,PA,40.5440,-79.7844
81424,"Non-compliant",nc,CO,38.2682,-108.5476
59542,"Non-compliant",nc,MT,48.8328,-108.3961
85550,"Out of Coverage",ooc,AZ,33.3456,-110.4550
24370,"Non-compliant",nc,VA,36.8927,-81.7402
21650,"Non-compliant",nc,MD,39.3126,-75.8215
12811,"Non-compliant",nc,NY,43.6148,-74.0249
21562,"Non-compliant",nc,MD,39.4905,-79.0140
98201,"Non-compliant",nc,WA,47.9884,-122.2006
23178,"Non-compliant",nc,VA,37.4004,-76.4529
67217,"Non-compliant",nc,KS,37.6266,-97.3581
47436,"Non-compliant",nc,IN,38.9480,-86.3703
05874,"Non-compliant",nc,VT,44.8825,-72.4396
78951,"Out of Coverage",ooc,TX,29.6016,-96.8300
17502,"Non-compliant",nc,PA,40.1086,-76.6726
63640,"Non-compliant",nc,MO,37.7773,-90.4094
08736,"Out of Coverage",ooc,NJ,40.1217,-74.0611
48617,"Non-compliant",nc,MI,43.8223,-84.7635
75956,"Out of Coverage",ooc,TX,30.6583,-93.8984
49930,"Non-compliant",nc,MI,47.1367,-88.5654
17085,"Non-compliant",nc,PA,40.2771,-76.3857
38370,"Out of Coverage",ooc,TN,35.3815,-88.2472
52623,"Non-compliant",nc,IA,40.8540,-91.3140
28509,"Out of Coverage",ooc,NC,35.1449,-76.8022
56542,"Non-compliant",nc,MN,47.5816,-95.7431
41179,"Out of Coverage",ooc,KY,38.4699,-83.2702
80163,"Non-compliant",nc,CO,39.3479,-104.9947
73654,"Non-compliant",nc,OK,35.8698,-99.3491
07423,"Out of Coverage",ooc,NJ,41.0004,-74.1025
62534,"Out of Coverage",ooc,IL,39.5193,-88.7468
23009,"Non-compliant",nc,VA,37.8221,-77.1885
99764,"Non-compliant",nc,AK,62.9617,-141.9372
14072,"Non-compliant",nc,NY,43.0183,-78.9591
28582,"Out of Coverage",ooc,NC,34.7777,-77.1308
51441,"Non-compliant",nc,IA,42.1238,-95.3045
37145,"Out of Coverage",ooc,TN,36.3462,-85.9189
31013,"Out of Coverage",ooc,GA,32.3386,-83.6926
12821,"Non-compliant",nc,NY,43.4614,-73.4033
86406,"Out of Coverage",ooc,AZ,34.4228,-114.1250
18086,"Non-compliant",nc,PA,40.7361,-75.5449
18214,"Non-compliant",nc,PA,40.8138,-76.0611
27207,"Out of Coverage",ooc,NC,35.6129,-79.3726
83636,"Non-compliant",nc,ID,43.8963,-116.6462
83617,"Non-compliant",nc,ID,43.9089,-116.4927
78538,"Out of Coverage",ooc,TX,26.3328,-97.9622
44099,"Out of Coverage",ooc,OH,41.5623,-80.9667
63662,"Non-compliant",nc,MO,37.4733,-90.0500
98528,"Non-compliant",nc,WA,47.4325,-122.9289
84772,"Non-compliant",nc,UT,37.8011,-112.9363
78123,"Out of Coverage",ooc,TX,29.6023,-98.0492
08059,"Out of Coverage",ooc,NJ,39.8827,-75.0929
35478,"Non-compliant",nc,AL,33.3066,-87.4532
10510,"Non-compliant",nc,NY,41.1444,-73.8350
64061,"Non-compliant",nc,MO,38.8178,-94.0462
34285,"Out of Coverage",ooc,FL,27.0933,-82.4498
46531,"Non-compliant",nc,IN,41.3496,-86.5243
48804,"Non-compliant",nc,MI,43.6406,-84.8474
32562,"Out of Coverage",ooc,FL,30.3571,-87.1639
26217,"Non-compliant",nc,WV,38.5755,-80.4320
34636,"Out of Coverage",ooc,FL,28.6550,-82.2677
55040,"Non-compliant",nc,MN,45.4682,-93.2266
62807,"Out of Coverage",ooc,IL,38.7231,-88.9157
02535,"Non-compliant",nc,MA,41.3575,-70.7416
47804,"Non-compliant",nc,IN,39.4937,-87.3945
46133,"Non-compliant",nc,IN,39.6124,-85.2735
35613,"Non-compliant",nc,AL,34.8317,-86.8867
71483,"Non-compliant",nc,LA,31.9214,-92.6366
76598,"Out of Coverage",ooc,TX,31.3902,-97.7993
54630,"Non-compliant",nc,WI,44.0888,-91.3588
05463,"Non-compliant",nc,VT,44.8781,-73.3386
37061,"Out of Coverage",ooc,TN,36.3067,-87.6790
68718,"Non-compliant",nc,NE,42.5978,-97.6545
36340,"Non-compliant",nc,AL,31.0414,-85.8847
12995,"Non-compliant",nc,NY,44.8057,-74.2523
85350,"Out of Coverage",ooc,AZ,32.5634,-114.7127
61111,"Out of Coverage",ooc,IL,42.3295,-89.0335
30568,"Out of Coverage",ooc,GA,34.9576,-83.3901
22716,"Non-compliant",nc,VA,38.6032,-78.1208
71666,"Non-compliant",nc,AR,33.7609,-91.2757
26615,"Non-compliant",nc,WV,38.8376,-80.7295
05762,"Non-compliant",nc,VT,43.7723,-72.8129
01503,"Non-compliant",nc,MA,42.3844,-71.6356
30275,"Out of Coverage",ooc,GA,33.4299,-84.8744
29671,"Out of Coverage",ooc,SC,34.9024,-82.7058
78026,"Out of Coverage",ooc,TX,28.9030,-98.5440
03847,"Non-compliant",nc,NH,44.0753,-71.1176
45304,"Out of Coverage",ooc,OH,39.9888,-84.5312
99746,"Non-compliant",nc,AK,65.6899,-156.2920
74045,"Non-compliant",nc,OK,36.2420,-96.6803
79061,"Out of Coverage",ooc,TX,35.5297,-100.4242
06531,"Out of Coverage",ooc,CT,41.3082,-72.9282
87501,"Non-compliant",nc,NM,35.6975,-105.9821
52568,"Non-compliant",nc,IA,41.1948,-92.2715
26452,"Non-compliant",nc,WV,39.0411,-80.4737
31781,"Out of Coverage",ooc,GA,31.5384,-83.7843
65807,"Non-compliant",nc,MO,37.1668,-93.3085
80536,"Non-compliant",nc,CO,40.8701,-105.3766
01056,"Non-compliant",nc,MA,42.1728,-72.4710
28553,"Out of Coverage",ooc,NC,34.7265,-76.5173
43407,"Out of Coverage",ooc,OH,41.2680,-83.2475
55732,"Non-compliant",nc,MN,47.6658,-92.2101
06389,"Out of Coverage",ooc,CT,41.5598,-72.1237
19082,"Non-compliant",nc,PA,39.9579,-75.2681
56587,"Non-compliant",nc,MN,46.6706,-95.7948
05051,"Non-compliant",nc,VT,44.0683,-72.1187
29849,"Out of Coverage",ooc,SC,33.0988,-81.2068
80835,"Non-compliant",nc,CO,39.2087,-104.0702
51003,"Non-compliant",nc,IA,42.9782,-96.0173
25265,"Non-compliant",nc,WV,38.9863,-81.9652
39555,"Non-compliant",nc,MS,30.7132,-88.5197
55010,"Non-compliant",nc,MN,44.5472,-93.1531
54121,"Non-compliant",nc,WI,45.9027,-88.2289
39098,"Non-compliant",nc,MS,32.5660,-89.7135
71701,"Non-compliant",nc,AR,33.5948,-92.8513
24111,"Non-compliant",nc,VA,37.1742,-80.3957
17061,"Non-compliant",nc,PA,40.5587,-76.9305
97343,"Non-compliant",nc,OR,44.6371,-123.7531
13402,"Non-compliant",nc,NY,42.8969,-75.5076
24815,"Non-compliant",nc,WV,37.2687,-81.6668
36254,"Non-compliant",nc,AL,33.6573,-85.6991
99105,"Non-compliant",nc,WA,46.8591,-118.1611
46048,"Non-compliant",nc,IN,39.9573,-85.7981
19405,"Non-compliant",nc,PA,40.1030,-75.3402
28342,"Out of Coverage",ooc,NC,35.1899,-78.6483
44703,"Out of Coverage",ooc,OH,40.8098,-81.3814
31733,"Out of Coverage",ooc,GA,31.5439,-83.5509
62218,"Out of Coverage",ooc,IL,38.5385,-89.4578
53095,"Non-compliant",nc,WI,43.4224,-88.1845
97324,"Non-compliant",nc,OR,44.3691,-123.6089
40740,"Out of Coverage",ooc,KY,37.0256,-84.0282
72392,"Non-compliant",nc,AR,34.9207,-91.1086
36109,"Non-compliant",nc,AL,32.3834,-86.2434
69339,"Non-compliant",nc,NE,42.6758,-103.4053
32208,"Out of Coverage",ooc,FL,30.3937,-81.6889
97635,"Non-compliant",nc,OR,41.9941,-120.2972
49227,"Non-compliant",nc,MI,41.9570,-84.7677
40423,"Out of Coverage",ooc,KY,37.6456,-84.7722
47308,"Non-compliant",nc,IN,40.2279,-85.3967
48837,"Non-compliant",nc,MI,42.7529,-84.7373
75477,"Out of Coverage",ooc,TX,33.5429,-95.7416
17512,"Non-compliant",nc,PA,40.0391,-76.4862
28174,"Out of Coverage",ooc,NC,34.9847,-80.4476
79718,"Out of Coverage",ooc,TX,30.9843,-103.7446
59474,"Non-compliant",nc,MT,48.5037,-111.8391
14614,"Non-compliant",nc,NY,43.1558,-77.6142
45133,"Out of Coverage",ooc,OH,39.1679,-83.6064
32535,"Out of Coverage",ooc,FL,30.9687,-87.3216
44140,"Out of Coverage",ooc,OH,41.4841,-81.9289
85627,"Out of Coverage",ooc,AZ,31.9995,-110.2862
26845,"Non-compliant",nc,WV,39.1502,-78.9509
19608,"Non-compliant",nc,PA,40.3113,-76.0345
85641,"Out of Coverage",ooc,AZ,32.0027,-110.7053
39744,"Non-compliant",nc,MS,33.5494,-89.2904
42325,"Out of Coverage",ooc,KY,37.3430,-87.2330
08723,"Out of Coverage",ooc,NJ,40.0389,-74.1109
01810,"Non-compliant",nc,MA,42.6496,-71.1565
28650,"Out of Coverage",ooc,NC,35.5759,-81.1745
61276,"Out of Coverage",ooc,IL,41.2996,-90.5866
32157,"Out of Coverage",ooc,FL,29.4839,-81.5729
45132,"Out of Coverage",ooc,OH,39.3445,-83.5974
82723,"Non-compliant",nc,WY,43.9990,-104.4226
12189,"Non-compliant",nc,NY,42.7298,-73.7123
30217,"Out of Coverage",ooc,GA,33.2780,-85.1340
12195,"Non-compliant",nc,NY,42.4862,-73.4662
53934,"Non-compliant",nc,WI,43.9896,-89.8149
52315,"Non-compliant",nc,IA,41.9927,-91.9779
50591,"Non-compliant",nc,IA,42.6889,-94.0390
36562,"Non-compliant",nc,AL,31.0403,-87.6667
86520,"Out of Coverage",ooc,AZ,36.1708,-109.9465
04937,"Non-compliant",nc,ME,44.6463,-69.6802
38388,"Out of Coverage",ooc,TN,35.7698,-88.4388
25325,"Non-compliant",nc,WV,38.3498,-81.6326
61049,"Out of Coverage",ooc,IL,42.0507,-89.0340
70457,"Non-compliant",nc,LA,30.5269,-90.1126
33181,"Out of Coverage",ooc,FL,25.8965,-80.1570
33031,"Out of Coverage",ooc,FL,25.5323,-80.5075
43023,"Out of Coverage",ooc,OH,40.0788,-82.5194
75420,"Out of Coverage",ooc,TX,33.1155,-95.7345
59472,"Non-compliant",nc,MT,47.4021,-111.1661
50130,"Non-compliant",nc,IA,42.3139,-93.6428
87417,"Non-compliant",nc,NM,36.7410,-108.3510
85320,"Out of Coverage",ooc,AZ,33.9186,-113.2134
50216,"Non-compliant",nc,IA,41.6967,-94.3606
66963,"Non-compliant",nc,KS,39.6286,-98.0661
19520,"Non-compliant",nc,PA,40.1568,-75.7866
99675,"Non-compliant",nc,AK,62.9886,-156.0642
36008,"Non-compliant",nc,AL,32.5016,-86.5727
44211,"Out of Coverage",ooc,OH,41.1698,-81.3124
83325,"Non-compliant",nc,ID,42.5868,-114.2467
99143,"Non-compliant",nc,WA,46.7717,-117.7703
06118,"Out of Coverage",ooc,CT,41.7472,-72.6103
42724,"Out of Coverage",ooc,KY,37.6690,-86.0545
98823,"Non-compliant",nc,WA,47.2771,-119.5336
83262,"Non-compliant",nc,ID,43.1336,-112.6295
16352,"Non-compliant",nc,PA,41.7434,-79.0528
13063,"Non-compliant",nc,NY,42.8531,-75.9836
76520,"Out of Coverage",ooc,TX,30.8527,-96.9766
12206,"Non-compliant",nc,NY,42.6683,-73.7744
72368,"Non-compliant",nc,AR,34.8030,-91.0060
36916,"Non-compliant",nc,AL,32.2094,-88.0490
67952,"Non-compliant",nc,KS,37.3172,-101.2427
54537,"Non-compliant",nc,WI,45.5350,-90.5910
77058,"Out of Coverage",ooc,TX,29.5716,-95.0998
39337,"Non-compliant",nc,MS,32.5049,-88.9955
65632,"Non-compliant",nc,MO,37.5085,-92.7891
04864,"Non-compliant",nc,ME,44.1271,-69.2479
24441,"Non-compliant",nc,VA,38.2484,-78.8255
81148,"Non-compliant",nc,CO,37.1721,-105.9858
28658,"Out of Coverage",ooc,NC,35.6498,-81.2425
44089,"Out of Coverage",ooc,OH,41.4100,-82.3554
54613,"Non-compliant",nc,WI,44.0529,-89.8962
38762,"Non-compliant",nc,MS,33.8860,-90.7302
13224,"Non-compliant",nc,NY,43.0421,-76.1046
12958,"Non-compliant",nc,NY,44.9592,-73.5834
33587,"Out of Coverage",ooc,FL,27.9634,-82.2073
75882,"Out of Coverage",ooc,TX,31.7942,-95.6620
52584,"Non-compliant",nc,IA,40.6941,-92.2580
71475,"Non-compliant",nc,LA,31.2024,-93.1274
58429,"Non-compliant",nc,ND,47.1828,-98.1616
53566,"Non-compliant",nc,WI,42.5991,-89.6403
27958,"Out of Coverage",ooc,NC,36.4871,-76.1146
99251,"Non-compliant",nc,WA,47.6536,-117.4317
58251,"Non-compliant",nc,ND,47.9115,-97.6264
80553,"Non-compliant",nc,CO,40.5853,-105.0844
61317,"Out of Coverage",ooc,IL,41.4264,-89.2126
32579,"Out of Coverage",ooc,FL,30.4456,-86.5717
73481,"Non-compliant",nc,OK,34.4490,-97.5095
28338,"Out of Coverage",ooc,NC,35.0914,-79.7524
42367,"Out of Coverage",ooc,KY,37.2429,-87.1549
99789,"Non-compliant",nc,AK,70.1927,-150.9971
81154,"Non-compliant",nc,CO,37.6725,-106.6125
14432,"Non-compliant",nc,NY,42.9632,-77.1440
17731,"Non-compliant",nc,PA,41.4109,-76.5819
33877,"Out of Coverage",ooc,FL,27.9769,-81.6144
52146,"Non-compliant",nc,IA,43.1698,-91.2188
43325,"Out of Coverage",ooc,OH,40.6703,-82.8435
45437,"Out of Coverage",ooc,OH,39.7505,-84.2686
67501,"Non-compliant",nc,KS,38.0550,-97.9311
99604,"Non-compliant",nc,AK,61.5270,-166.1151
72520,"Non-compliant",nc,AR,36.4025,-91.7262
10548,"Non-compliant",nc,NY,41.2496,-73.9446
62246,"Out of Coverage",ooc,IL,38.8933,-89.4052
86025,"Out of Coverage",ooc,AZ,34.9085,-110.1434
76067,"Out of Coverage",ooc,TX,32.8085,-98.1128
28377,"Out of Coverage",ooc,NC,34.8083,-79.1636
50457,"Non-compliant",nc,IA,42.9137,-93.4773
48118,"Non-compliant",nc,MI,42.3207,-84.0334
28387,"Out of Coverage",ooc,NC,35.1697,-79.3957
64769,"Non-compliant",nc,MO,37.4520,-94.5756
23027,"Non-compliant",nc,VA,37.6479,-78.1389
54634,"Non-compliant",nc,WI,43.5966,-90.4266
63050,"Non-compliant",nc,MO,38.2586,-90.5782
04281,"Non-compliant",nc,ME,44.2167,-70.5012
26106,"Non-compliant",nc,WV,39.2183,-81.4979
77515,"Out of Coverage",ooc,TX,29.1810,-95.4467
59730,"Non-compliant",nc,MT,45.3390,-111.2485
56142,"Non-compliant",nc,MN,44.4633,-96.2473
65536,"Non-compliant",nc,MO,37.6850,-92.6550
51020,"Non-compliant",nc,IA,42.5105,-95.4298
51458,"Non-compliant",nc,IA,42.3095,-95.2501
50436,"Non-compliant",nc,IA,43.2692,-93.6356
11803,"Non-compliant",nc,NY,40.7781,-73.4816
81126,"Non-compliant",nc,CO,37.1620,-105.3783
22965,"Non-compliant",nc,VA,38.3301,-78.4750
56621,"Non-compliant",nc,MN,47.4870,-95.4133
83544,"Non-compliant",nc,ID,46.4952,-116.2404
34110,"Out of Coverage",ooc,FL,26.2823,-81.7573
99701,"Non-compliant",nc,AK,64.8378,-147.7164
75848,"Out of Coverage",ooc,TX,31.7666,-96.3303
07765,"Out of Coverage",ooc,NJ,40.3501,-74.2479
48315,"Non-compliant",nc,MI,42.6710,-82.9988
86017,"Out of Coverage",ooc,AZ,34.9412,-111.6410
76799,"Out of Coverage",ooc,TX,31.5411,-97.1615
63014,"Non-compliant",nc,MO,38.6444,-91.3374
88339,"Non-compliant",nc,NM,32.9070,-105.5181
56139,"Non-compliant",nc,MN,44.0759,-96.1903
81155,"Non-compliant",nc,CO,38.2952,-106.1102
80624,"Non-compliant",nc,CO,40.4696,-104.5000
50174,"Non-compliant",nc,IA,41.0376,-93.9530
82938,"Non-compliant",nc,WY,41.0409,-109.8745
54767,"Non-compliant",nc,WI,44.8356,-92.2906
14857,"Non-compliant",nc,NY,42.5126,-76.9270
32627,"Out of Coverage",ooc,FL,29.6516,-82.3248
44709,"Out of Coverage",ooc,OH,40.8423,-81.3862
43569,"Out of Coverage",ooc,OH,41.3516,-83.7973
39556,"Non-compliant",nc,MS,30.4875,-89.4187
43106,"Out of Coverage",ooc,OH,39.6286,-83.4095
42635,"Out of Coverage",ooc,KY,36.6807,-84.3984
22622,"Non-compliant",nc,VA,39.2543,-78.0664
79355,"Out of Coverage",ooc,TX,33.1894,-102.8294
76476,"Out of Coverage",ooc,TX,32.3772,-97.8802
38220,"Out of Coverage",ooc,TN,35.9663,-88.6247
13353,"Non-compliant",nc,NY,43.3915,-74.7400
33975,"Out of Coverage",ooc,FL,26.7633,-81.4388
21791,"Non-compliant",nc,MD,39.5799,-77.1319
48464,"Non-compliant",nc,MI,43.2183,-83.4242
49854,"Non-compliant",nc,MI,46.0062,-86.2555
82933,"Non-compliant",nc,WY,41.3166,-110.3843
25243,"Non-compliant",nc,WV,38.7034,-81.4243
73433,"Non-compliant",nc,OK,34.6265,-97.4142
47942,"Non-compliant",nc,IN,40.6945,-87.4232
27208,"Out of Coverage",ooc,NC,35.5673,-79.5225
16729,"Non-compliant",nc,PA,41.9540,-78.4923
07890,"Out of Coverage",ooc,NJ,41.1465,-74.7524
59840,"Non-compliant",nc,MT,46.2395,-114.1679
28019,"Out of Coverage",ooc,NC,35.2810,-81.7962
47006,"Non-compliant",nc,IN,39.3001,-85.2221
23045,"Non-compliant",nc,VA,37.4296,-76.2629
01244,"Non-compliant",nc,MA,42.1228,-73.2540
68729,"Non-compliant",nc,NE,42.4681,-97.8932
62444,"Out of Coverage",ooc,IL,39.2664,-88.7337
59854,"Non-compliant",nc,MT,47.0067,-113.0905
83442,"Non-compliant",nc,ID,43.6715,-111.9005
41056,"Out of Coverage",ooc,KY,38.6207,-83.8067
83342,"Non-compliant",nc,ID,42.2741,-113.3927
14872,"Non-compliant",nc,NY,42.2348,-76.8652
82922,"Non-compliant",nc,WY,43.2238,-110.3353
71966,"Non-compliant",nc,AR,34.6190,-93.7769
38589,"Out of Coverage",ooc,TN,36.2822,-85.0913
18059,"Non-compliant",nc,PA,40.7177,-75.5335
33144,"Out of Coverage",ooc,FL,25.7626,-80.3096
03246,"Non-compliant",nc,NH,43.5727,-71.4781
61414,"Out of Coverage",ooc,IL,41.1128,-90.1598
68364,"Non-compliant",nc,NE,40.8322,-97.2212
50601,"Non-compliant",nc,IA,42.5527,-93.0608
50862,"Non-compliant",nc,IA,40.7950,-94.6416
27562,"Out of Coverage",ooc,NC,35.6809,-78.9365
05072,"Non-compliant",nc,VT,43.8723,-72.3636
76445,"Out of Coverage",ooc,TX,32.2819,-98.5673
50163,"Non-compliant",nc,IA,41.2250,-93.2413
07844,"Out of Coverage",ooc,NJ,40.9197,-74.9846
59489,"Non-compliant",nc,MT,47.6408,-109.2364
39632,"Non-compliant",nc,MS,31.1145,-90.4875
35585,"Non-compliant",nc,AL,34.4246,-87.8145
70504,"Non-compliant",nc,LA,30.2139,-92.0187
16415,"Non-compliant",nc,PA,42.0407,-80.2395
84724,"Non-compliant",nc,UT,38.6753,-112.1489
99682,"Non-compliant",nc,AK,61.0681,-151.1369
57217,"Non-compliant",nc,SD,45.0751,-97.6387
37305,"Out of Coverage",ooc,TN,35.4652,-85.6942
13737,"Non-compliant",nc,NY,42.0805,-76.0973
17834,"Non-compliant",nc,PA,40.7933,-76.4744
36091,"Non-compliant",nc,AL,32.7499,-86.5114
40827,"Out of Coverage",ooc,KY,37.0547,-83.4561
64483,"Non-compliant",nc,MO,40.0399,-94.8328
